

opendaylight-user@root>feature:list
Name                                          | Version          | Installed | Repository                                  | Description                        
odl-mdsal-remoterpc-connector                 | 1.3.0-Beryllium  | x         | odl-mdsal-1.3.0-Beryllium                   |                                    
odl-mdsal-broker                              | 1.3.0-Beryllium  | x         | odl-mdsal-1.3.0-Beryllium                   |                                    
odl-mdsal-clustering                          | 1.3.0-Beryllium  |           | odl-mdsal-1.3.0-Beryllium                   |                                    
odl-clustering-test-app                       | 1.3.0-Beryllium  |           | odl-mdsal-1.3.0-Beryllium                   |                                    
odl-message-bus-collector                     | 1.3.0-Beryllium  |           | odl-mdsal-1.3.0-Beryllium                   |                                    
odl-neutron-service                           | 0.6.0-Beryllium  |           | odl-neutron-0.6.0-Beryllium                 | OpenDaylight :: Neutron :: API     
odl-neutron-northbound-api                    | 0.6.0-Beryllium  |           | odl-neutron-0.6.0-Beryllium                 | OpenDaylight :: Neutron :: Northbound
odl-neutron-spi                               | 0.6.0-Beryllium  |           | odl-neutron-0.6.0-Beryllium                 | OpenDaylight :: Neutron :: API     
odl-neutron-transcriber                       | 0.6.0-Beryllium  |           | odl-neutron-0.6.0-Beryllium                 | OpenDaylight :: Neutron :: Implementation
odl-ovsdb-sfc-api                             | 1.2.1-Beryllium  |           | odl-ovsdb-sfc-1.2.1-Beryllium               | OpenDaylight :: ovsdb-sfc :: api   
odl-ovsdb-sfc                                 | 1.2.1-Beryllium  |           | odl-ovsdb-sfc-1.2.1-Beryllium               | OpenDaylight :: ovsdb-sfc          
odl-ovsdb-sfc-rest                            | 1.2.1-Beryllium  |           | odl-ovsdb-sfc-1.2.1-Beryllium               | OpenDaylight :: ovsdb-sfc :: REST  
odl-ovsdb-sfc-ui                              | 1.2.1-Beryllium  |           | odl-ovsdb-sfc-1.2.1-Beryllium               | OpenDaylight :: ovsdb-sfc :: UI    
odl-ovsdb-southbound-api                      | 1.2.1-Beryllium  |           | odl-ovsdb-southbound-1.2.1-Beryllium        | OpenDaylight :: southbound :: api  
odl-ovsdb-southbound-impl                     | 1.2.1-Beryllium  |           | odl-ovsdb-southbound-1.2.1-Beryllium        | OpenDaylight :: southbound :: impl 
odl-ovsdb-southbound-impl-rest                | 1.2.1-Beryllium  |           | odl-ovsdb-southbound-1.2.1-Beryllium        | OpenDaylight :: southbound :: impl :: REST
odl-ovsdb-southbound-impl-ui                  | 1.2.1-Beryllium  |           | odl-ovsdb-southbound-1.2.1-Beryllium        | OpenDaylight :: southbound :: impl :: UI
odl-ovsdb-southbound-test                     | 1.2.1-Beryllium  |           | odl-ovsdb-southbound-1.2.1-Beryllium        | OpenDaylight :: southbound :: test 
odl-sxp-all                                   | 1.2.0-Beryllium  |           | odl-sxp-1.2.0-Beryllium                     | OpenDaylight :: Sxp :: All         
odl-sxp-api                                   | 1.2.0-Beryllium  |           | odl-sxp-1.2.0-Beryllium                     | OpenDaylight :: Sxp :: Api         
odl-sxp-core                                  | 1.2.0-Beryllium  |           | odl-sxp-1.2.0-Beryllium                     | OpenDaylight :: Sxp :: Core        
odl-sxp-controller                            | 1.2.0-Beryllium  |           | odl-sxp-1.2.0-Beryllium                     | OpenDaylight :: Sxp :: Controller  
odl-mdsal-models                              | 0.8.0-Beryllium  | x         | odl-mdsal-models-0.8.0-Beryllium            | OpenDaylight :: MD-SAL :: Models   
odl-config-netty                              | 0.4.0-Beryllium  | x         | odl-config-persister-0.4.0-Beryllium        | OpenDaylight :: Config-Netty       
opendaylight-user@root>
